Backend Developer,Which is NOT a database transaction property?,Atomicity,Consistency,Isolation,Durability,Complexity,E
Backend Developer,What is the purpose of JWT?,Authentication,Database access,File storage,Data visualization,A
Backend Developer,Which is NOT an HTTP status code?,200,404,500,700,D
Backend Developer,What does API stand for?,Application Programming Interface,Automated Programming Interface,Advanced Programming Instruction,Application Process Integration,A
role,question,option_a,option_b,option_c,option_d,answer
DevOps Engineer,What is the primary goal of DevOps?,Bridge between development and operations,Automate everything,Replace sysadmins with developers,Culture of collaboration between teams,D
DevOps Engineer,Which tool is NOT a CI/CD server?,Jenkins,Travis CI,Ansible,CircleCI,C
DevOps Engineer,What does IaC stand for?,Infrastructure as Code,Integration as Code,Internet as Cloud,Implementation as Configuration,A
DevOps Engineer,Which is NOT a configuration management tool?,Ansible,Chef,Puppet,Kubernetes,D
DevOps Engineer,What is the main purpose of Docker?,Containerization,Virtualization,Both A and B,None of the above,A
DevOps Engineer,Which cloud provider offers EC2?,AWS,Azure,GCP,IBM Cloud,A
DevOps Engineer,What does Kubernetes primarily manage?,Containers,Virtual Machines,Both A and B,None of the above,A
DevOps Engineer,Which is NOT a monitoring tool?,Prometheus,Grafana,Nagios,Terraform,D
DevOps Engineer,What is the purpose of Terraform?,Infrastructure as Code,Configuration Management,Continuous Integration,Container Orchestration,A
DevOps Engineer,Which file defines Docker configurations?,Dockerfile,docker-compose.yml,Both A and B,None of the above,C
DevOps Engineer,What does CI stand for in CI/CD?,Continuous Integration,Continuous Improvement,Continuous Inspection,Continuous Intervention,A
DevOps Engineer,Which is NOT a feature of Git?,Version Control,Branching,Containerization,Collaboration,C
DevOps Engineer,What is the main purpose of Ansible?,Configuration Management,Container Orchestration,Infrastructure Monitoring,Load Balancing,A
DevOps Engineer,Which AWS service provides object storage?,S3,EC2,RDS,Lambda,A
DevOps Engineer,What does CD stand for in CI/CD?,Continuous Deployment,Continuous Delivery,Both A and B,Continuous Development,C
DevOps Engineer,Which is NOT a container orchestration tool?,Kubernetes,Docker Swarm,Apache Mesos,Ansible,D
DevOps Engineer,What is the purpose of a blue-green deployment?,Zero-downtime deployments,Rolling updates,Canary releases,A/B testing,A
DevOps Engineer,Which tool is used for log management?,ELK Stack,Prometheus,Grafana,Nagios,A
DevOps Engineer,What does IAC mean in DevOps?,Infrastructure as Code,Integration as Code,Internet as Cloud,Implementation as Configuration,A
DevOps Engineer,Which is NOT a virtualization technology?,VMware,Docker,KVM,Hyper-V,B
DevOps Engineer,What is the purpose of Helm in Kubernetes?,Package Manager,Container Runtime,Cluster Manager,Monitoring Tool,A
DevOps Engineer,Which cloud model provides hardware infrastructure?,IaaS,PaaS,SaaS,FaaS,A
DevOps Engineer,What does SRE stand for?,Site Reliability Engineering,Server Runtime Environment,System Resource Engine,Software Release Engineering,A
DevOps Engineer,Which is NOT a Git hosting service?,GitHub,GitLab,Bitbucket,Jenkins,D
DevOps Engineer,What is the purpose of Vault by HashiCorp?,Secrets Management,Configuration Management,Container Orchestration,Service Discovery,A
DevOps Engineer,Which AWS service manages containers?,ECS,Fargate,Both A and B,None of the above,C
DevOps Engineer,What is the main purpose of Grafana?,Data Visualization,Log Management,Infrastructure as Code,Container Orchestration,A
DevOps Engineer,Which is NOT a feature of Kubernetes?,Auto-scaling,Self-healing,Secret Management,Virtualization,D
DevOps Engineer,What does SLA stand for?,Service Level Agreement,Server License Agreement,System Log Analysis,Software Lifecycle Assessment,A
DevOps Engineer,Which tool is used for infrastructure provisioning?,Terraform,Ansible,Docker,Jenkins,A
DevOps Engineer,What is the purpose of Istio?,Service Mesh,Container Runtime,CI/CD Pipeline,Monitoring Tool,A
DevOps Engineer,Which is NOT a deployment strategy?,Blue-Green,Canary,Shadow,Waterfall,D
DevOps Engineer,What does PaaS stand for?,Platform as a Service,Programming as a Service,Process as a System,Package as a Service,A
DevOps Engineer,Which Azure service is equivalent to AWS EC2?,Azure VMs,Azure Blob Storage,Azure Functions,Azure SQL Database,A
DevOps Engineer,What is the purpose of Prometheus?,Monitoring,Log Management,Infrastructure as Code,Container Orchestration,A
DevOps Engineer,Which is NOT a Kubernetes object?,Pod,Service,Deployment,Playbook,D
DevOps Engineer,What does RBAC stand for?,Role-Based Access Control,Rule-Based Access Configuration,Resource-Based Access Control,Remote Backup and Copy,A
DevOps Engineer,Which GCP service is equivalent to AWS S3?,Cloud Storage,Cloud SQL,Compute Engine,Cloud Functions,A
DevOps Engineer,What is the purpose of SonarQube?,Code Quality Analysis,Infrastructure Monitoring,Container Orchestration,Secret Management,A
DevOps Engineer,Which is NOT a benefit of microservices?,Independent Deployment,Technology Diversity,Improved Fault Isolation,Simplified Monolithic Architecture,D
DevOps Engineer,What does DNS stand for?,Domain Name System,Data Network Service,Dynamic Name Server,Distributed Network System,A
DevOps Engineer,Which tool is used for container networking?,Calico,Ansible,Puppet,Chef,A
DevOps Engineer,What is the purpose of ArgoCD?,GitOps Continuous Delivery,Infrastructure Monitoring,Log Management,Secret Management,A
DevOps Engineer,Which is NOT a cloud deployment model?,Public,Private,Hybrid,Monolithic,D
DevOps Engineer,What does SDN stand for?,Software Defined Networking,Server Deployment Network,System Design Node,Secure Data Network,A
DevOps Engineer,Which AWS service provides serverless computing?,Lambda,EC2,EKS,S3,A
DevOps Engineer,What is the purpose of Packer?,Create Machine Images,Manage Containers,Orchestrate Services,Monitor Infrastructure,A
DevOps Engineer,Which is NOT a Kubernetes networking concept?,Service,Ingress,Pod,Playbook,D
DevOps Engineer,What does CDN stand for?,Content Delivery Network,Code Deployment Network,Cloud Data Node,Continuous Delivery Network,A
DevOps Engineer,Which tool is used for vulnerability scanning?,Trivy,Ansible,Terraform,Packer,A
DevOps Engineer,What is the purpose of Spinnaker?,Multi-cloud Continuous Delivery,Container Orchestration,Infrastructure Monitoring,Secret Management,A
DevOps Engineer,Which is NOT a Kubernetes scheduler?,Default Scheduler,Cluster Autoscaler,Custom Scheduler,Round-Robin Scheduler,D
DevOps Engineer,What does MTTR stand for?,Mean Time To Repair,Mean Time To Recovery,Both A and B,Mean Time To Respond,C
DevOps Engineer,Which Azure service provides Kubernetes management?,AKS,Blob Storage,Azure Functions,SQL Database,A
DevOps Engineer,What is the purpose of Falco?,Container Security Monitoring,Infrastructure as Code,Continuous Integration,Load Balancing,A
DevOps Engineer,Which is NOT a Git workflow?,Feature Branch Workflow,GitFlow Workflow,Forking Workflow,Waterfall Workflow,D
DevOps Engineer,What does CICD pipeline stand for?,Continuous Integration/Continuous Delivery,Code Integration/Code Deployment,Continuous Inspection/Continuous Delivery,Centralized Infrastructure/Cloud Deployment,A
DevOps Engineer,Which GCP service is serverless?,Cloud Functions,Compute Engine,Cloud SQL,GKE,A
DevOps Engineer,What is the purpose of Kustomize?,Kubernetes Native Configuration Management,Container Security,Infrastructure Provisioning,Log Management,A
DevOps Engineer,Which is NOT a Kubernetes volume type?,emptyDir,hostPath,configMap,gitRepo,D
DevOps Engineer,What does MTTF stand for?,Mean Time To Failure,Mean Time To Fix,Mean Time To Feature,Mean Time To Format,A
DevOps Engineer,Which AWS service manages Kubernetes?,EKS,ECS,Lambda,RDS,A
DevOps Engineer,What is the purpose of Telepresence?,Local Development for Kubernetes,Container Security,Infrastructure Monitoring,Load Balancing,A
DevOps Engineer,Which is NOT a container runtime?,containerd,CRI-O,Docker Engine,Ansible,D
DevOps Engineer,What does GitOps mean?,Operations by Pull Request,Operations by Push,Both A and B,None of the above,A
DevOps Engineer,Which tool is used for secret management in Kubernetes?,Sealed Secrets,Vault,Both A and B,None of the above,C
DevOps Engineer,What is the purpose of K6?,Load Testing,Infrastructure as Code,Container Orchestration,Secret Management,A
DevOps Engineer,Which is NOT a Kubernetes controller?,Deployment,StatefulSet,DaemonSet,NodeSet,D
DevOps Engineer,What does SCM stand for?,Source Code Management,System Configuration Manager,Software Container Manager,Server Cluster Management,A
DevOps Engineer,Which tool is used for policy enforcement in Kubernetes?,OPA Gatekeeper,Ansible,Terraform,Packer,A
DevOps Engineer,What is the purpose of Kaniko?,Build Container Images in Kubernetes,Manage Secrets,Orchestrate Services,Monitor Infrastructure,A
DevOps Engineer,Which is NOT a Kubernetes network policy type?,Ingress,Egress,Both A and B,Deny,D
DevOps Engineer,What does RTO stand for?,Recovery Time Objective,Return To Operations,Run Time Operations,Resource Time Out,A
DevOps Engineer,Which tool is used for chaos engineering?,Chaos Monkey,Gremlin,Both A and B,None of the above,C
DevOps Engineer,What is the purpose of Crossplane?,Cloud Native Control Planes,Container Security,Infrastructure Monitoring,Load Balancing,A
DevOps Engineer,What is the purpose of Docker?,Containerization,Virtualization,Both A and B,None of the above,C
DevOps Engineer,Which is NOT a CI/CD tool?,Jenkins,Travis CI,Git,CircleCI,C
DevOps Engineer,What does IaC stand for?,Infrastructure as Code,Integration as Code,Internet as Cloud,Implementation as Configuration,A
DevOps Engineer,Which is NOT a cloud provider?,AWS,Azure,GCP,Oracle,D
DevOps Engineer,What is the purpose of Kubernetes?,Container orchestration,Container creation,Both A and B,None of the above,A
